SUBSCRIPTION_ID;TRANSACTION_ID;PACKAGE_ID;AMOUNT;TIME_STAMP
5649893278;18873566858;p-svmobi-beautytips-c-01;2.00;28/01/2020 03:22:39;RENEWAL
5643308456;18873741276;p-svmobi-beautytips-c-01;2.00;28/01/2020 03:33:49;RENEWAL
5405070125;18874225032;p-svmobi-beautytips-c-01;2.00;28/01/2020 04:04:59;RENEWAL
4925655383;18874232971;p-svmobi-beautytips-c-01;2.00;28/01/2020 04:05:26;RENEWAL
5429972956;18875059479;p-svmobi-beautytips-c-01;2.00;28/01/2020 04:48:07;RENEWAL
5516375328;18876050612;p-svmobi-beautytips-c-01;2.00;28/01/2020 05:27:55;RENEWAL
4932206850;18879151470;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:35:22;RENEWAL
4926200669;18879240374;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:40:27;RENEWAL
5639693593;18879291952;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:43:35;RENEWAL
5470820470;18879383712;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:49:00;RENEWAL
4935119994;18879396955;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:49:43;RENEWAL
5443765021;18879449654;p-svmobi-beautytips-c-01;2.00;28/01/2020 07:52:51;RENEWAL
4929726411;18880373269;p-svmobi-fitnesstips-c-01;5.00;28/01/2020 08:38:34;RENEWAL
4927615151;18880404324;p-svmobi-worldforher-c-01;5.00;28/01/2020 08:40:11;RENEWAL
4925996083;18880411509;p-svmobi-beautytips-c-01;2.00;28/01/2020 08:40:38;RENEWAL
4927626776;18880435575;p-svmobi-worldforher-c-01;5.00;28/01/2020 08:41:49;RENEWAL
4927346153;18880436901;p-svmobi-beautytips-c-01;2.00;28/01/2020 08:41:54;RENEWAL
4932045685;18880449265;p-svmobi-fitnesstips-c-01;5.00;28/01/2020 08:42:33;RENEWAL
5422939719;18880472051;p-svmobi-beautytips-c-01;2.00;28/01/2020 08:43:44;RENEWAL
